result,real
51.0,49.0
52.2,50.0
54.1,51.0
55.1,52.0
55.5,53.0
56.9,54.0
58.0,55.0
59.6,56.0
59.1,57.0
61.4,58.0
61.6,59.0
63.7,60.0
63.5,61.0
64.8,62.0
65.8,63.0
67.3,64.0
67.6,65.0
70.1,66.0
69.9,67.0
70.8,68.0
33.5,30.0
33.1,31.0
35.0,32.0
36.1,33.0
36.9,34.0
37.8,35.0
39.0,36.0
39.4,37.0
40.9,38.0
42.1,39.0
42.9,40.0
43.8,41.0
45.0,42.0
46.1,43.0
46.6,44.0
48.1,45.0
49.4,46.0
50.3,47.0
50.7,48.0
52.5,49.0
52.4,50.0
53.5,51.0
55.5,52.0
56.4,53.0
56.9,54.0
58.2,55.0
59.4,56.0
60.9,57.0
60.5,58.0
62.7,59.0
62.9,60.0
65.0,61.0
64.8,62.0
66.1,63.0
67.1,64.0
68.6,65.0
68.9,66.0
71.4,67.0
71.2,68.0
72.2,69.0
34.9,31.0
34.5,32.0
36.4,33.0
37.6,34.0
38.4,35.0
39.2,36.0
40.6,37.0
40.9,38.0
42.3,39.0
43.6,40.0
44.2,41.0
45.1,42.0
46.4,43.0
47.4,44.0
47.9,45.0
49.6,46.0
50.7,47.0
51.7,48.0
52.0,49.0
53.9,50.0
53.8,51.0
54.8,52.0
56.8,53.0
57.8,54.0
58.2,55.0
59.5,56.0
60.7,57.0
62.4,58.0
61.7,59.0
64.1,60.0
64.2,61.0
66.4,62.0
66.2,63.0
67.3,64.0
68.5,65.0
69.9,66.0
70.4,67.0
72.8,68.0
72.5,69.0
73.6,70.0
36.1,32.0
35.7,33.0
37.6,34.0
38.8,35.0
39.6,36.0
40.4,37.0
41.8,38.0
42.1,39.0
43.4,40.0
44.8,41.0
45.3,42.0
46.3,43.0
47.5,44.0
48.5,45.0
49.1,46.0
50.8,47.0
51.8,48.0
52.9,49.0
53.2,50.0
55.1,51.0
54.9,52.0
55.9,53.0
58.0,54.0
59.0,55.0
59.4,56.0
60.5,57.0
61.9,58.0
63.6,59.0
62.8,60.0
65.2,61.0
65.3,62.0
67.6,63.0
67.3,64.0
68.4,65.0
69.7,66.0
71.0,67.0
71.5,68.0
74.0,69.0
73.7,70.0
74.7,71.0
37.4,33.0
36.9,34.0
38.8,35.0
40.0,36.0
40.9,37.0
41.7,38.0
43.1,39.0
43.3,40.0
44.7,41.0
46.1,42.0
46.6,43.0
47.5,44.0
48.8,45.0
49.7,46.0
50.3,47.0
52.0,48.0
53.0,49.0
54.1,50.0
54.4,51.0
56.3,52.0
56.1,53.0
57.1,54.0
59.2,55.0
60.1,56.0
60.6,57.0
61.7,58.0
63.1,59.0
64.8,60.0
64.0,61.0
66.4,62.0
66.5,63.0
68.8,64.0
68.5,65.0
69.5,66.0
70.9,67.0
72.2,68.0
72.6,69.0
75.2,70.0
74.9,71.0
75.8,72.0
38.5,34.0
38.0,35.0
39.9,36.0
41.2,37.0
42.0,38.0
42.7,39.0
44.3,40.0
44.5,41.0
45.7,42.0
47.2,43.0
47.6,44.0
48.6,45.0
49.8,46.0
50.8,47.0
51.3,48.0
53.1,49.0
54.1,50.0
55.2,51.0
55.5,52.0
57.4,53.0
57.3,54.0
58.2,55.0
60.3,56.0
61.3,57.0
61.7,58.0
62.8,59.0
64.3,60.0
65.9,61.0
65.1,62.0
67.5,63.0
67.6,64.0
69.9,65.0
69.6,66.0
70.6,67.0
72.0,68.0
73.4,69.0
73.7,70.0
76.3,71.0
75.9,72.0
77.0,73.0
39.4,35.0
39.0,36.0
40.9,37.0
42.2,38.0
43.0,39.0
43.7,40.0
45.4,41.0
45.5,42.0
46.7,43.0
48.3,44.0
48.6,45.0
49.6,46.0
50.8,47.0
51.8,48.0
52.3,49.0
54.1,50.0
55.0,51.0
56.1,52.0
56.4,53.0
58.3,54.0
58.2,55.0
59.2,56.0
61.2,57.0
62.3,58.0
62.7,59.0
63.7,60.0
65.2,61.0
66.9,62.0
66.0,63.0
68.4,64.0
68.5,65.0
70.8,66.0
70.6,67.0
71.4,68.0
72.9,69.0
74.3,70.0
74.7,71.0
77.3,72.0
76.8,73.0
77.9,74.0
40.2,36.0
39.8,37.0
41.7,38.0
43.0,39.0
43.8,40.0
44.5,41.0
46.2,42.0
46.3,43.0
47.5,44.0
49.1,45.0
49.3,46.0
50.4,47.0
51.6,48.0
52.5,49.0
53.0,50.0
54.9,51.0
55.8,52.0
56.9,53.0
57.2,54.0
59.1,55.0
59.0,56.0
59.9,57.0
62.0,58.0
63.0,59.0
63.5,60.0
64.4,61.0
66.0,62.0
67.7,63.0
66.8,64.0
69.2,65.0
69.2,66.0
71.5,67.0
71.3,68.0
72.1,69.0
73.7,70.0
75.0,71.0
75.4,72.0
78.0,73.0
77.5,74.0
78.7,75.0
40.6,37.0
40.1,38.0
42.1,39.0
43.3,40.0
44.2,41.0
44.9,42.0
46.5,43.0
46.6,44.0
47.8,45.0
49.4,46.0
49.7,47.0
50.7,48.0
51.9,49.0
52.8,50.0
53.3,51.0
55.3,52.0
56.1,53.0
57.3,54.0
57.5,55.0
59.4,56.0
59.3,57.0
60.2,58.0
62.3,59.0
63.3,60.0
63.7,61.0
64.7,62.0
66.3,63.0
68.0,64.0
67.0,65.0
69.5,66.0
69.5,67.0
71.9,68.0
71.6,69.0
72.4,70.0
73.9,71.0
75.3,72.0
75.7,73.0
78.3,74.0
77.8,75.0
79.0,76.0
40.7,38.0
40.2,39.0
42.1,40.0
43.4,41.0
44.3,42.0
45.0,43.0
46.6,44.0
46.7,45.0
47.9,46.0
49.5,47.0
49.7,48.0
50.7,49.0
52.0,50.0
52.8,51.0
53.4,52.0
55.3,53.0
56.1,54.0
57.3,55.0
57.6,56.0
59.4,57.0
59.4,58.0
60.2,59.0
62.3,60.0
63.3,61.0
63.8,62.0
64.7,63.0
66.3,64.0
68.0,65.0
67.0,66.0
69.6,67.0
69.6,68.0
71.9,69.0
71.7,70.0
72.4,71.0
74.0,72.0
75.2,73.0
75.8,74.0
78.4,75.0
77.9,76.0
79.0,77.0
40.6,39.0
40.1,40.0
42.2,41.0
43.3,42.0
44.2,43.0
44.9,44.0
46.4,45.0
46.6,46.0
47.8,47.0
49.4,48.0
49.7,49.0
50.6,50.0
52.0,51.0
52.8,52.0
53.3,53.0
55.2,54.0
56.1,55.0
57.3,56.0
57.6,57.0
59.4,58.0
59.2,59.0
60.2,60.0
62.3,61.0
63.3,62.0
63.7,63.0
64.7,64.0
66.1,65.0
67.8,66.0
66.9,67.0
69.6,68.0
69.6,69.0
71.9,70.0
71.5,71.0
72.4,72.0
73.8,73.0
75.1,74.0
75.8,75.0
78.3,76.0
77.8,77.0
79.0,78.0
40.5,40.0
40.0,41.0
42.2,42.0
43.1,43.0
44.2,44.0
44.9,45.0
46.3,46.0
46.5,47.0
47.7,48.0
49.3,49.0
49.6,50.0
50.4,51.0
51.9,52.0
52.7,53.0
53.2,54.0
55.1,55.0
56.0,56.0
57.3,57.0
57.6,58.0
59.3,59.0
59.2,60.0
60.1,61.0
62.1,62.0
63.2,63.0
63.7,64.0
64.6,65.0
66.0,66.0
67.7,67.0
66.7,68.0
69.6,69.0
69.4,70.0
71.8,71.0
71.4,72.0
72.3,73.0
73.7,74.0
74.9,75.0
75.7,76.0
78.1,77.0
77.7,78.0
78.9,79.0
